1.018628254532814026e-01,0.000000000000000000e+00,1.108984127640724182e-01,1.649792641401290894e-01,9.775590151548385620e-02,9.395932406187057495e-02,1.000277921557426453e-01,1.316717267036437988e-01,9.198214858770370483e-02,1.068626046180725098e-01
4.972476884722709656e-02,1.751212030649185181e-01,2.416954785585403442e-01,1.450930237770080566e-01,0.000000000000000000e+00,1.908314675092697144e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.975340247154235840e-01
1.270655095577239990e-01,1.306800693273544312e-01,1.219041272997856140e-01,1.032490730285644531e-01,1.030916720628738403e-01,1.689103990793228149e-01,9.064932912588119507e-02,7.327430695295333862e-02,8.117556571960449219e-02,0.000000000000000000e+00
3.050511777400970459e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.601155281066894531e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.348332941532135010e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.849903643131256104e-01,0.000000000000000000e+00,4.311479628086090088e-01,0.000000000000000000e+00,1.838616728782653809e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.141699731349945068e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.558088779449462891e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.300211489200592041e-01,0.000000000000000000e+00
1.789083629846572876e-01,0.000000000000000000e+00,2.096467167139053345e-01,1.258796602487564087e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.855652749538421631e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.075476795434951782e-01,1.686392128467559814e-01,2.093459367752075195e-01,3.015164434909820557e-01,1.129507273435592651e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.272065997123718262e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.727934002876281738e-01
1.653452515602111816e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.664297819137573242e-01,0.000000000000000000e+00,7.642105966806411743e-02,2.106859385967254639e-01,1.509148031473159790e-01,1.302031427621841431e-01,0.000000000000000000e+00
1.671703010797500610e-01,2.765325903892517090e-01,0.000000000000000000e+00,2.086308896541595459e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.867524683475494385e-01,1.609137356281280518e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.991422414779663086e-01,0.000000000000000000e+00,3.490414321422576904e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.150590404868125916e-01,2.367572188377380371e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.936659336090087891e-02,1.738597750663757324e-01,2.399545013904571533e-01,1.440479010343551636e-01,0.000000000000000000e+00,1.894568800926208496e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.033142894506454468e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.642885297536849976e-02,6.661012023687362671e-02,8.823074400424957275e-02,9.251222759485244751e-02,2.126022577285766602e-01,1.260506659746170044e-01,1.027863174676895142e-01,9.587993472814559937e-02,1.388989388942718506e-01,0.000000000000000000e+00
6.114597916603088379e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.885402977466583252e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.974157929420471191e-01,1.930465102195739746e-01,2.649256885051727295e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.446120232343673706e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.899370253086090088e-01,2.644867300987243652e-01,3.105985522270202637e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.349776923656463623e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.305558323860168457e-01,1.496490836143493652e-01,2.053695917129516602e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.896225064992904663e-01,0.000000000000000000e+00,2.248030155897140503e-01
3.644739091396331787e-01,0.000000000000000000e+00,2.223607897758483887e-01,1.219880357384681702e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.911773025989532471e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.620122134685516357e-01,0.000000000000000000e+00,3.972927033901214600e-01,3.406951427459716797e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.359906196594238281e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.191290557384490967e-01,0.000000000000000000e+00,6.285361200571060181e-02,1.732817143201828003e-01,1.241220757365226746e-01,1.070874705910682678e-01,1.775354743003845215e-01
1.011581793427467346e-01,0.000000000000000000e+00,1.101312637329101562e-01,1.638379991054534912e-01,9.707966446876525879e-02,9.330935031175613403e-02,9.933583438396453857e-02,1.307608783245086670e-01,9.134584665298461914e-02,1.130409911274909973e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.538132429122924805e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.461868166923522949e-01
6.888350248336791992e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.111649751663208008e-01
